Source,Destination,Distance
Honolulu,Omaha,1112
Tulsa,Sacramento,1347
Phoenix,VirginiaBeach,3959
Honolulu,Jacksonville,4972
Tulsa,Columbus,3168
Anaheim,Honolulu,499
Tulsa,Louisville,945
Denver,Seattle,253
NewYork,Boston,2589
Tampa,Arlington,3178
Raleigh,Columbus,1324
KansasCity,Phoenix,4081
Aurora,Phoenix,4900
Chicago,Wichita,302
Denver,SanDiego,606
SanDiego,Honolulu,2170
Columbus,Indianapolis,2579
Tampa,Nashville,2065
Omaha,Sacramento,748
Albuquerque,Sacramento,3080
Jacksonville,Atlanta,1031
Aurora,NewOrleans,1592
Phoenix,Nashville,3320
ElPaso,Albuquerque,4919
Seattle,SantaAna,803
Wichita,Boston,200
Milwaukee,Tulsa,3868
Minneapolis,LongBeach,2959
VirginiaBeach,ElPaso,873
ElPaso,Austin,3106
NewOrleans,FortWorth,2566
Dallas,Phoenix,2670
LosAngeles,LongBeach,4017
Dallas,Miami,2494
Chicago,Mesa,4113
Milwaukee,Boston,3477
Charlotte,ColoradoSprings,1697
Aurora,Phoenix,3628
Sacramento,Portland,3096
LosAngeles,Detroit,400
FortWorth,Nashville,56
SantaAna,Mesa,3073
Honolulu,SanFrancisco,4487
OklahomaCity,Mesa,3750
Baltimore,Sacramento,3939
ElPaso,LasVegas,899
NewYork,OklahomaCity,2811
SantaAna,LosAngeles,4905
Milwaukee,Atlanta,563
LongBeach,OklahomaCity,1565
Chicago,Minneapolis,2924
SantaAna,Omaha,1555
Phoenix,Chicago,3819
Boston,Denver,4705
SanFrancisco,ColoradoSprings,1209
Washington,LosAngeles,4302
Indianapolis,Philadelphia,4792
Jacksonville,Anaheim,4152
SanFrancisco,LosAngeles,1579
SanDiego,Phoenix,2974
Detroit,Denver,1930
Minneapolis,Raleigh,3403
Dallas,Louisville,1491
Boston,Wichita,4722
Fresno,Jacksonville,4050
SanAntonio,Chicago,777
ElPaso,Omaha,4715
Bakersfield,NewYork,2791
VirginiaBeach,Aurora,3137
Philadelphia,Fresno,336
Albuquerque,Nashville,1412
Mesa,SantaAna,291
Oakland,Sacramento,4160
Anaheim,Tampa,1696
Tucson,Omaha,3770
Raleigh,Denver,1959
Tucson,Fresno,3117
KansasCity,SanFrancisco,4545
Bakersfield,Baltimore,3679
Mesa,SantaAna,4383
Charlotte,Nashville,2944
Albuquerque,Fresno,3912
VirginiaBeach,FortWorth,2065
Atlanta,Austin,4694
Cleveland,Minneapolis,2186
Honolulu,LosAngeles,633
Boston,Jacksonville,1356
LasVegas,LongBeach,4224
KansasCity,Bakersfield,1088
Dallas,Tulsa,446
Albuquerque,ColoradoSprings,2497
ElPaso,Houston,3866
Oakland,Omaha,1778
Boston,Tucson,473
Phoenix,Denver,1686
Sacramento,Omaha,4870
Albuquerque,Columbus,2258
Omaha,SanAntonio,1503
Columbus,Louisville,3037
OklahomaCity,Mesa,3716
Sacramento,Albuquerque,4342
Arlington,Jacksonville,1825
Raleigh,Nashville,1916
Tampa,Albuquerque,912
LosAngeles,Philadelphia,504
LosAngeles,Dallas,2235
Charlotte,Omaha,1831
Philadelphia,Jacksonville,2230
Nashville,NewOrleans,3974
ElPaso,Portland,2632
Detroit,SanFrancisco,2778
Chicago,Fresno,2135
Dallas,LasVegas,3367
Oakland,NewYork,4944
Minneapolis,Detroit,3612
Columbus,Honolulu,4065
Dallas,Bakersfield,1203
NewYork,Columbus,423
Cleveland,Fresno,3623
Anaheim,Bakersfield,3589
SantaAna,Indianapolis,477
Sacramento,Detroit,3265
Portland,Denver,3412
Tulsa,Nashville,2811
Tulsa,KansasCity,2424
SantaAna,Boston,1037
SantaAna,Charlotte,4987
Philadelphia,ColoradoSprings,641
NewOrleans,NewYork,1659
Wichita,Phoenix,2104
Jacksonville,Wichita,4475
Mesa,NewOrleans,2027
Cleveland,Philadelphia,4021
Fresno,Houston,2413
LosAngeles,Aurora,2861
Denver,Sacramento,4189
SanDiego,Mesa,2246
Louisville,Arlington,1392
Indianapolis,SanDiego,1701
Denver,Memphis,3608
NewOrleans,Nashville,3847
OklahomaCity,Honolulu,3502
KansasCity,SanAntonio,2963
Boston,Tampa,2327
Detroit,Chicago,352
SanAntonio,Milwaukee,1304
Denver,NewOrleans,4373
Boston,Seattle,1313
Memphis,Raleigh,1769
Indianapolis,Tampa,3045
Charlotte,Chicago,4631
Arlington,Anaheim,2981
ColoradoSprings,Boston,403
Seattle,Charlotte,3138
Honolulu,Houston,1793
Philadelphia,Louisville,2025
Honolulu,Albuquerque,1577
FortWorth,Dallas,3275
Atlanta,Seattle,3744
Detroit,Omaha,242
Philadelphia,Louisville,2029
LongBeach,VirginiaBeach,4795
Mesa,Anaheim,4619
Philadelphia,Omaha,4661
Chicago,Austin,644
Tulsa,SanAntonio,3374
Baltimore,Denver,2520
LasVegas,Houston,1749
Anaheim,Tucson,3515
Oakland,ElPaso,4190
Cleveland,Bakersfield,994
LosAngeles,Portland,4355
Portland,Denver,771
Phoenix,Charlotte,1092
Sacramento,Philadelphia,2379
Denver,Charlotte,698
Cleveland,Fresno,2013
Albuquerque,NewYork,3736
Philadelphia,NewYork,4326
Seattle,LongBeach,606
Mesa,Houston,3660
Houston,VirginiaBeach,4963
Honolulu,ElPaso,2712
NewOrleans,SanDiego,3286
Seattle,Minneapolis,2311
ElPaso,LasVegas,4325
Portland,Memphis,4428
KansasCity,Denver,1503
Wichita,Houston,2030
VirginiaBeach,Denver,704
Milwaukee,Honolulu,4172
Minneapolis,Austin,4559
ColoradoSprings,Tampa,2302
Cleveland,Albuquerque,661
Baltimore,SanAntonio,4016
ElPaso,Memphis,4448
Baltimore,ElPaso,102
Wichita,Mesa,1325
Philadelphia,LosAngeles,4429
Portland,Houston,4136
Nashville,Portland,4792
Bakersfield,KansasCity,3545
Portland,KansasCity,4828
Columbus,SanAntonio,1842
SanAntonio,Portland,1251
NewOrleans,Oakland,4801
Baltimore,NewOrleans,1944
Cleveland,Wichita,4070
Memphis,FortWorth,3577
Atlanta,SanFrancisco,2394
NewYork,Minneapolis,2006
LasVegas,ElPaso,2523
Washington,Boston,1548
Charlotte,Cleveland,891
Cleveland,Boston,300
Chicago,SantaAna,2610
Indianapolis,Washington,4477
Cleveland,Louisville,1357
Denver,NewYork,1814
Cleveland,Detroit,3223
Wichita,Tucson,1815
Chicago,Atlanta,367
Tucson,LasVegas,466
Raleigh,Charlotte,595
Indianapolis,Boston,724
Charlotte,Mesa,3865
Houston,Memphis,4321
KansasCity,Philadelphia,1568
LasVegas,Arlington,2632
FortWorth,Charlotte,660
Minneapolis,Omaha,2642
Columbus,Albuquerque,307
Cleveland,Indianapolis,2039
LasVegas,Tucson,3653
Omaha,Atlanta,4725
Albuquerque,FortWorth,4435
SanDiego,Columbus,4505
KansasCity,Tampa,1728
Omaha,LasVegas,3013
LongBeach,Washington,1255
Detroit,ColoradoSprings,633
SanAntonio,Arlington,1303
LasVegas,NewYork,833
Milwaukee,Chicago,2394
LosAngeles,ColoradoSprings,2001
NewYork,Mesa,2062
Omaha,LongBeach,4415
LasVegas,Washington,1116
Bakersfield,SanDiego,363
Miami,Philadelphia,3644
Washington,Mesa,4111
SanFrancisco,Indianapolis,689
Phoenix,KansasCity,608
Boston,Philadelphia,2558
SantaAna,Baltimore,3443
Columbus,LosAngeles,2982
ElPaso,Fresno,2347
Denver,Miami,2216
Fresno,VirginiaBeach,2645
Indianapolis,Arlington,2284
Indianapolis,SanDiego,4114
Omaha,Detroit,596
Atlanta,LongBeach,3780
Jacksonville,Anaheim,2469
Charlotte,Denver,797
Philadelphia,Austin,1299
SantaAna,Atlanta,3019
Jacksonville,LasVegas,3811
NewOrleans,Charlotte,4217
SanFrancisco,Honolulu,2528
Chicago,Indianapolis,3030
Detroit,Baltimore,4387
Bakersfield,VirginiaBeach,4677
Nashville,Raleigh,2156
Anaheim,Columbus,1354
ElPaso,Bakersfield,4443
Aurora,Phoenix,1247
LongBeach,Bakersfield,4600
Sacramento,Nashville,869
Portland,FortWorth,3018
Austin,SanAntonio,4801
Tulsa,Jacksonville,2708
Denver,Bakersfield,4269
Aurora,Miami,3550
Cleveland,KansasCity,3205
Chicago,Denver,331
OklahomaCity,Cleveland,2315
FortWorth,KansasCity,2976
Portland,Columbus,1564
Raleigh,Tulsa,1460
Dallas,Honolulu,3787
Washington,Memphis,678
Chicago,Arlington,2254
Detroit,Indianapolis,1406
ElPaso,SanAntonio,1571
Chicago,Detroit,3214
Aurora,SantaAna,4563
Louisville,Tulsa,4184
Phoenix,Philadelphia,648
Milwaukee,LongBeach,1887
Philadelphia,SantaAna,2513
LasVegas,Cleveland,3356
Sacramento,Seattle,1009
ElPaso,SanFrancisco,1863
Albuquerque,Jacksonville,2335
VirginiaBeach,Indianapolis,4080
LasVegas,VirginiaBeach,4656
Cleveland,Tucson,1973
Oakland,ColoradoSprings,3533
Chicago,Cleveland,871
NewOrleans,Chicago,4874
KansasCity,Charlotte,1704
Denver,Miami,1778
ColoradoSprings,Arlington,2195
ColoradoSprings,Tucson,1985
Tampa,LasVegas,494
Omaha,Portland,3088
VirginiaBeach,Seattle,4005
Baltimore,Fresno,1457
Omaha,Fresno,3156
LosAngeles,Albuquerque,3161
Sacramento,Raleigh,1727
Wichita,NewYork,3047
Memphis,Wichita,4525
Detroit,Phoenix,557
Fresno,Portland,4238
ColoradoSprings,Mesa,1990
SantaAna,Austin,4418
Austin,Miami,2953
Dallas,LasVegas,660
FortWorth,Columbus,3169
Denver,Memphis,2831
Tampa,LasVegas,4748
Memphis,Albuquerque,2647
Chicago,Anaheim,1437
SanFrancisco,Albuquerque,2697
Seattle,Honolulu,3045
Charlotte,Seattle,3407
Mesa,Washington,2900
NewYork,Tampa,4031
Aurora,LongBeach,4401
Albuquerque,Tucson,3545
OklahomaCity,Aurora,1894
Tampa,Miami,2274
Philadelphia,Fresno,2138
Austin,Houston,2284
Washington,Tulsa,3998
Tucson,LasVegas,4771
Tampa,OklahomaCity,97
Arlington,Houston,4121
Dallas,NewOrleans,4366
Seattle,Indianapolis,4701
Columbus,Anaheim,4190
ElPaso,Bakersfield,4824
Minneapolis,FortWorth,1257
Houston,Mesa,1408
Sacramento,Miami,2296
NewYork,Tampa,258
SanFrancisco,Honolulu,3241
Seattle,NewYork,3669
Portland,ElPaso,3777
Louisville,Miami,4070
Aurora,SantaAna,2534
Aurora,Baltimore,2825
Nashville,Raleigh,3939
Cleveland,SantaAna,4286
Indianapolis,Miami,1003
Minneapolis,Aurora,3113
Columbus,Bakersfield,1667
Arlington,Cleveland,410
Honolulu,Milwaukee,1653
Sacramento,Mesa,4068
VirginiaBeach,Wichita,2320
LongBeach,Wichita,2994
VirginiaBeach,Sacramento,2059
Portland,Boston,282
Dallas,SanAntonio,1616
Minneapolis,ColoradoSprings,3308
LosAngeles,Memphis,1304
Memphis,Detroit,2242
Columbus,Chicago,1679
LongBeach,Sacramento,2456
SantaAna,Phoenix,4962
Bakersfield,Chicago,3987
SanAntonio,Mesa,3659
Jacksonville,Houston,1857
Honolulu,Houston,4183
Tulsa,Washington,4832
Nashville,Louisville,2391
Sacramento,Milwaukee,3505
Anaheim,Tampa,1095
Denver,Sacramento,3946
Detroit,Nashville,1492
Sacramento,Mesa,1361
SanDiego,Miami,118
NewYork,LasVegas,3222
Mesa,Tucson,162
Charlotte,Louisville,3965
Sacramento,Charlotte,2190
Columbus,Sacramento,657
LosAngeles,SanAntonio,893
Philadelphia,Austin,1659
Columbus,SanFrancisco,4229
LosAngeles,Columbus,3804
Omaha,Houston,3274
Memphis,NewYork,1968
Memphis,Omaha,3843
Raleigh,Memphis,469
SanFrancisco,Tampa,739
Albuquerque,Detroit,1451
Bakersfield,Sacramento,1174
Detroit,VirginiaBeach,2738
Washington,SanFrancisco,222
Louisville,SanDiego,3435
ElPaso,Sacramento,3208
Boston,Tampa,4902
Nashville,Aurora,4271
Louisville,Nashville,2882
Bakersfield,Louisville,3761
Austin,Columbus,3309
SantaAna,Jacksonville,2848
Atlanta,Seattle,4536
Sacramento,Houston,1187
Raleigh,Milwaukee,3380
Albuquerque,OklahomaCity,1353
SanDiego,Indianapolis,1015
OklahomaCity,Dallas,3445
Austin,SanAntonio,4907
LasVegas,SanDiego,1768
NewOrleans,Arlington,4119
SanFrancisco,Louisville,1786
Wichita,Charlotte,2741
Raleigh,OklahomaCity,4210
Indianapolis,ColoradoSprings,2569
OklahomaCity,Denver,126
Honolulu,SantaAna,4552
Arlington,SanAntonio,2404
Indianapolis,Cleveland,1654
ColoradoSprings,LosAngeles,797
Chicago,Honolulu,4786
Arlington,Miami,3833
Minneapolis,FortWorth,2056
OklahomaCity,Arlington,4092
Houston,Oakland,4233
Columbus,Louisville,2852
Nashville,Aurora,2869
Sacramento,NewOrleans,3441
Portland,Bakersfield,3382
Minneapolis,OklahomaCity,2393
Honolulu,Miami,485
Honolulu,Indianapolis,1760
NewOrleans,Chicago,3757
Tucson,SantaAna,3800
Aurora,Baltimore,2934
Aurora,Philadelphia,3681
Tucson,Miami,4359
Dallas,Fresno,115
VirginiaBeach,SantaAna,954
Phoenix,Omaha,3864
NewYork,ColoradoSprings,3809
Washington,Boston,2374
Milwaukee,OklahomaCity,2607
Nashville,Tucson,3551
Bakersfield,Tulsa,2392
SantaAna,Tampa,2999
Honolulu,Fresno,562
Honolulu,Arlington,3834
Boston,FortWorth,473
KansasCity,Jacksonville,2954
Denver,Tucson,4908
Mesa,Aurora,2107
Honolulu,Detroit,142
Arlington,Miami,2183
Phoenix,Milwaukee,2800
Arlington,Wichita,756
Boston,ColoradoSprings,2862
VirginiaBeach,Sacramento,4253
Bakersfield,Albuquerque,4703
Omaha,Portland,4379
SanAntonio,SanFrancisco,95
Indianapolis,Memphis,2589
Austin,Raleigh,1848
Portland,Wichita,2103
Minneapolis,Atlanta,1785
Tampa,Jacksonville,2918
Dallas,Atlanta,4099
Boston,OklahomaCity,4968
Aurora,Cleveland,481
Omaha,LosAngeles,367
Tulsa,NewOrleans,2384
Memphis,NewOrleans,406
ElPaso,KansasCity,1058
Arlington,Atlanta,323
Baltimore,Phoenix,3749
NewYork,ElPaso,501
Houston,Phoenix,4269
Sacramento,Tampa,4168
KansasCity,Boston,252
Raleigh,NewOrleans,3893
NewOrleans,Austin,1155
Milwaukee,Philadelphia,4892
Louisville,Raleigh,319
Cleveland,Mesa,4258
Miami,Boston,279
SanAntonio,Arlington,1699
Denver,Dallas,2135
Philadelphia,Fresno,1573
Sacramento,Fresno,3684
Philadelphia,Portland,2175
SanAntonio,Arlington,2753
FortWorth,LasVegas,519
Bakersfield,LosAngeles,4884
Mesa,Memphis,223
Charlotte,Detroit,776
SanFrancisco,Albuquerque,3357
Tampa,Minneapolis,1556
Chicago,SantaAna,2899
NewOrleans,Columbus,889
Phoenix,SanFrancisco,1279
Phoenix,Sacramento,1427
Chicago,Louisville,4382
LongBeach,Washington,3131
Anaheim,NewYork,3749
Austin,Omaha,518
Washington,Atlanta,1635
Miami,Portland,3933
Seattle,Cleveland,158
Atlanta,Omaha,2957
Indianapolis,Raleigh,4791
Anaheim,Indianapolis,487
Denver,Wichita,4742
Nashville,Denver,3653
LosAngeles,Tulsa,4546
Omaha,SanDiego,2884
Boston,Philadelphia,3737
SantaAna,Memphis,3306
SanFrancisco,Anaheim,2067
Boston,Houston,3600
SanDiego,Dallas,1378
FortWorth,Washington,3753
Raleigh,Denver,2954
Chicago,Portland,3230
Mesa,Washington,1868
Albuquerque,Louisville,711
Atlanta,Dallas,1564
SantaAna,Cleveland,1186
Louisville,Phoenix,3291
Wichita,Honolulu,1470
OklahomaCity,Fresno,2154
Boston,LongBeach,2796
Denver,ElPaso,3932
Omaha,Memphis,3262
Detroit,Phoenix,1586
NewYork,Mesa,2324
Milwaukee,Tampa,2516
Baltimore,SantaAna,4731
Phoenix,Portland,343
Omaha,Tulsa,2632
KansasCity,Columbus,1733
Tulsa,Detroit,157
Philadelphia,Washington,1787
Houston,FortWorth,3978
SanFrancisco,Austin,581
Tampa,LongBeach,2113
Arlington,Mesa,1658
Milwaukee,Cleveland,4260
Phoenix,NewOrleans,3728
FortWorth,Chicago,1874
Anaheim,ColoradoSprings,411
Minneapolis,Milwaukee,772
Philadelphia,SantaAna,3976
Portland,Raleigh,3532
ColoradoSprings,Jacksonville,2793
Memphis,SanAntonio,4500
LongBeach,ColoradoSprings,950
Columbus,Chicago,1972
ColoradoSprings,Fresno,3504
SanAntonio,Denver,1382
SantaAna,Tucson,4931
Tucson,Memphis,2008
Philadelphia,Raleigh,4316
Albuquerque,Atlanta,849
Portland,SanFrancisco,2735
SanFrancisco,Philadelphia,3974
Austin,Milwaukee,2186
Oakland,Seattle,3500
Portland,Atlanta,2231
Boston,Sacramento,2765
Cleveland,ElPaso,1402
Phoenix,Miami,4279
Aurora,Tampa,1527
VirginiaBeach,Aurora,3547
Louisville,OklahomaCity,2131
Oakland,ColoradoSprings,1863
Indianapolis,VirginiaBeach,685
SanFrancisco,Portland,283
Boston,Denver,2694
Denver,Wichita,2130
Tampa,Sacramento,1282
SanAntonio,Chicago,516
Nashville,Tulsa,995
LongBeach,Seattle,3448
FortWorth,SantaAna,1421
Seattle,Nashville,1840
Washington,Mesa,2470
Houston,Sacramento,937
Philadelphia,Fresno,3573
Austin,Tulsa,4909
SanDiego,Memphis,4770
Tulsa,Portland,1863
Indianapolis,Baltimore,1121
Portland,Anaheim,3938
VirginiaBeach,SanDiego,1614
Houston,SantaAna,131
Austin,Nashville,3520
Philadelphia,Portland,2204
Philadelphia,Anaheim,4436
Portland,Houston,3271
SanFrancisco,Dallas,3025
Detroit,Miami,4050
Denver,Philadelphia,3828
Omaha,Raleigh,3582
Tucson,LasVegas,3483
Louisville,Memphis,4469
Mesa,Wichita,2396
Dallas,Phoenix,750
Phoenix,Charlotte,4252
Atlanta,KansasCity,910
KansasCity,Fresno,1191
Detroit,SanDiego,4349
LasVegas,ElPaso,3210
LasVegas,Portland,3837
Miami,Memphis,4173
Albuquerque,Raleigh,4431
Boston,Milwaukee,1702
Bakersfield,Fresno,3020
SanAntonio,VirginiaBeach,3184
Honolulu,ColoradoSprings,4722
FortWorth,Chicago,1313
Raleigh,Miami,4294
FortWorth,KansasCity,447
Louisville,Anaheim,1607
Portland,SanAntonio,919
SanFrancisco,Philadelphia,2264
FortWorth,Seattle,4880
Detroit,SanFrancisco,172
LosAngeles,Washington,1395
ColoradoSprings,Omaha,4589
Boston,Omaha,3891
Boston,LasVegas,2970
SanDiego,VirginiaBeach,1551
Honolulu,SanAntonio,2020
VirginiaBeach,Louisville,976
Cleveland,SanDiego,1915
Minneapolis,OklahomaCity,4365
Denver,Indianapolis,3043
LasVegas,Tulsa,136
Detroit,SantaAna,847
Dallas,Omaha,1413
Louisville,Baltimore,1603
Detroit,Chicago,2734
Detroit,Denver,3139
Tulsa,Fresno,4243
ElPaso,SantaAna,54
FortWorth,LosAngeles,2124
Aurora,Jacksonville,4779
Detroit,Baltimore,4415
SanAntonio,Jacksonville,1410
Louisville,ElPaso,3853
Raleigh,Denver,2762
Miami,VirginiaBeach,3802
Arlington,SanAntonio,4331
ElPaso,Sacramento,2914
Houston,Honolulu,3608
LasVegas,Austin,1013
Aurora,Dallas,4144
Arlington,KansasCity,3516
Sacramento,VirginiaBeach,2331
Houston,Portland,4399
Oakland,ElPaso,460
Columbus,Oakland,4412
Sacramento,Philadelphia,3756
Columbus,Oakland,2981
Columbus,Fresno,1474
Raleigh,Tampa,2305
Tampa,VirginiaBeach,1448
OklahomaCity,Seattle,4197
Dallas,KansasCity,826
LasVegas,Indianapolis,2886
Charlotte,NewYork,950
ElPaso,Oakland,1350
Seattle,SanFrancisco,2415
Wichita,Fresno,2819
Baltimore,NewYork,4597
Minneapolis,Charlotte,2373
Nashville,NewOrleans,3399
Tulsa,Anaheim,2820
Honolulu,OklahomaCity,1157
Raleigh,Louisville,2366
KansasCity,Chicago,2996
Mesa,Houston,1874
NewOrleans,Mesa,2784
FortWorth,Anaheim,4674
VirginiaBeach,Sacramento,3341
Atlanta,OklahomaCity,4734
LasVegas,Chicago,4169
SanFrancisco,OklahomaCity,3864
Mesa,Austin,3870
Bakersfield,Detroit,2774
Minneapolis,Detroit,1532
Atlanta,Honolulu,538
Phoenix,Bakersfield,3795
Columbus,ElPaso,4489
LasVegas,Memphis,2106
Louisville,Columbus,231
Raleigh,Jacksonville,665
Seattle,Miami,2442
Tampa,Oakland,3297
Boston,VirginiaBeach,1432
Austin,Arlington,1559
KansasCity,Tampa,2105
Nashville,Honolulu,1375
Nashville,Omaha,81
SanAntonio,Seattle,1024
Detroit,Denver,1172
Arlington,ElPaso,3426
Aurora,Albuquerque,1400
Anaheim,LongBeach,3705
LongBeach,NewOrleans,546
Nashville,Austin,3489
Albuquerque,Charlotte,1334
Sacramento,NewOrleans,3456
Austin,Portland,662
Philadelphia,Honolulu,4619
Detroit,Albuquerque,3107
Seattle,Atlanta,3882
LosAngeles,Columbus,1707
Fresno,Indianapolis,3598
Albuquerque,Mesa,2118
LasVegas,Tulsa,324
Jacksonville,Phoenix,3838
Albuquerque,Louisville,179
NewOrleans,Seattle,2208
NewYork,Aurora,2344
Aurora,SanFrancisco,4920
Anaheim,Jacksonville,1733
Bakersfield,VirginiaBeach,1317
Nashville,Tulsa,1560
Washington,Charlotte,993
Minneapolis,KansasCity,1940
SanDiego,Tucson,1678
Wichita,Baltimore,1593
Indianapolis,Chicago,405
Louisville,NewOrleans,2053
Tampa,Wichita,4169
Boston,VirginiaBeach,4054
Arlington,Houston,4235
SanAntonio,VirginiaBeach,3044
Honolulu,Sacramento,651
Sacramento,Chicago,3540
Detroit,Denver,1646
Honolulu,Bakersfield,534
Albuquerque,Arlington,3367
Tucson,Portland,2171
Memphis,Minneapolis,4034
Cleveland,Houston,4822
Seattle,Boston,3242
Sacramento,NewOrleans,4691
SantaAna,Atlanta,3402
Louisville,LongBeach,4509
Omaha,Cleveland,2419
Oakland,Jacksonville,224
Nashville,Oakland,1922
LongBeach,ColoradoSprings,3515
OklahomaCity,Washington,2689
Tulsa,Albuquerque,1813
Arlington,SanAntonio,3353
Seattle,Jacksonville,2850
Louisville,Raleigh,374
Bakersfield,Chicago,1332
Columbus,Arlington,4650
Boston,Tampa,4955
Milwaukee,SanFrancisco,4289
VirginiaBeach,KansasCity,875
Honolulu,LongBeach,2322
LasVegas,SanAntonio,3207
Aurora,Wichita,149
NewYork,SanAntonio,4324
Memphis,Anaheim,2606
SantaAna,Memphis,2177
Louisville,VirginiaBeach,1391
Chicago,Sacramento,2748
Oakland,Houston,4137
Phoenix,ColoradoSprings,3341
Cleveland,VirginiaBeach,1607
FortWorth,Austin,3723
Memphis,Raleigh,1401
Houston,Atlanta,4668
Charlotte,Portland,2796
SanDiego,Houston,1868
Dallas,Minneapolis,480
Fresno,Denver,2491
Arlington,LongBeach,1209
Dallas,Indianapolis,4652
Tucson,VirginiaBeach,333
Sacramento,Indianapolis,268
Houston,Raleigh,4098
Philadelphia,KansasCity,3312
ElPaso,Chicago,4154
Indianapolis,Albuquerque,1740
Milwaukee,Nashville,518
ColoradoSprings,Fresno,2136
Boston,Tucson,806
VirginiaBeach,Charlotte,2252
VirginiaBeach,Bakersfield,1358
OklahomaCity,Baltimore,1766
Baltimore,OklahomaCity,4934
Cleveland,SanDiego,263
OklahomaCity,Omaha,1989
LongBeach,Raleigh,493
Cleveland,Aurora,2808
VirginiaBeach,Phoenix,201
Charlotte,Baltimore,4249
Honolulu,Tampa,3377
NewYork,SanAntonio,1122
LasVegas,Omaha,2019
KansasCity,Arlington,3129
Atlanta,Minneapolis,196
Indianapolis,Tampa,740
VirginiaBeach,Fresno,331
Fresno,Seattle,270
Columbus,Boston,3628
Phoenix,Detroit,4248
Bakersfield,Denver,1432
Milwaukee,Albuquerque,2479
Aurora,Tulsa,4708
Miami,Austin,3067
ColoradoSprings,Fresno,4916
Wichita,Phoenix,2531
Arlington,FortWorth,3745
LasVegas,Louisville,2897
Denver,Charlotte,4341
Detroit,Aurora,1763
Columbus,NewYork,4198
SantaAna,Phoenix,2765
Nashville,Tulsa,3528
Portland,Austin,3886
FortWorth,SanAntonio,4517
Washington,SanAntonio,3321
Columbus,NewOrleans,1191
Milwaukee,Miami,3586
Sacramento,NewYork,1197
Cleveland,Aurora,4060
SanDiego,Sacramento,4338
Jacksonville,Austin,646
NewOrleans,Raleigh,168
Minneapolis,NewYork,2247
Memphis,Portland,870
Philadelphia,Miami,3168
Raleigh,Honolulu,3376
SanFrancisco,Milwaukee,845
Austin,Dallas,1600
SanAntonio,SantaAna,4961
Bakersfield,Memphis,4993
Wichita,LongBeach,1409
Philadelphia,Wichita,4574
KansasCity,Seattle,3580
VirginiaBeach,SanAntonio,3265
NewOrleans,Memphis,3731
Nashville,Detroit,3786
NewOrleans,Louisville,1131
Indianapolis,Sacramento,2217
Detroit,Dallas,730
Philadelphia,OklahomaCity,4782
Houston,Louisville,4438
LosAngeles,Nashville,2235
Indianapolis,ElPaso,990
Mesa,NewOrleans,3167
Chicago,Tampa,534
Sacramento,Houston,1105
Baltimore,ElPaso,1673
Anaheim,Washington,3339
ColoradoSprings,OklahomaCity,1190
Boston,KansasCity,129
Atlanta,Omaha,2355
Seattle,KansasCity,1578
LosAngeles,Boston,3556
Cleveland,Charlotte,1086
Omaha,ElPaso,3112
Atlanta,Aurora,997
Portland,LasVegas,3720
Detroit,Anaheim,383
Austin,SanAntonio,2308
Milwaukee,Arlington,3209
Boston,Charlotte,3806
SanAntonio,Portland,2066
ElPaso,Albuquerque,220
Jacksonville,Oakland,132
Boston,Mesa,309
Chicago,Oakland,4505
Louisville,Wichita,2858
Oakland,NewOrleans,3162
Arlington,Boston,2538
NewYork,Anaheim,2109
Portland,LongBeach,4536
Wichita,Seattle,2085
Cleveland,Raleigh,3360
Wichita,KansasCity,340
Milwaukee,LongBeach,99
Albuquerque,SanAntonio,877
Omaha,Denver,2141
Cleveland,Milwaukee,2809
Omaha,Fresno,553
Phoenix,Anaheim,210
Houston,Memphis,4201
Nashville,Seattle,3557
KansasCity,Arlington,2392
Charlotte,Oakland,3530
Omaha,Arlington,1894
Detroit,Fresno,3978
Albuquerque,Seattle,581
Boston,Minneapolis,598
Charlotte,Houston,879
Louisville,SanAntonio,4866
Denver,Seattle,3463
SanAntonio,LongBeach,910
Fresno,Washington,3317
Louisville,Tulsa,104
ColoradoSprings,Austin,4738
FortWorth,NewOrleans,4393
Tulsa,Anaheim,106
LosAngeles,SanDiego,2675
SanAntonio,Oakland,1296
Wichita,Indianapolis,1693
Jacksonville,Memphis,3342
Bakersfield,LasVegas,3052
Albuquerque,Fresno,3801
Atlanta,Arlington,1325
NewYork,Boston,1728
Tucson,Nashville,4247
Tucson,Indianapolis,245
Dallas,Boston,881
Columbus,Detroit,1175
Cleveland,Tucson,4370
